code,nameHeb,pronaunce,district,shire,naturalArea,monicipal,metro,religion,population,jewsAndOthers,jews,arabs,estbYear,type,ITM,altitude,orgazinationRelated,plansComit,policeArea,year,nameEng,localCuncil,name,lat,long
4204,מבוא חמה,MEVO HAMMA,2,29,294.0,71.0,,1.0,434.0,434.0,424.0,,1968,330,15.0,2616873804.0,331.0,219.0,10004579.0,2018,Mevo Hamma,211.0,Mevo Hamma,32.736701000000004,35.655207
1141,מבוא מודיעים,MEVO MODI'IM,4,43,431.0,25.0,142.0,1.0,254.0,254.0,254.0,,1964,370,8.0,1989164897.0,190.0,424.0,10002277.0,2018,Mevo Modi'im,,Mevo Modi'im,31.933851,34.987999
1318,מבואות ים,MEVO'OT YAM,4,41,411.0,16.0,141.0,1.0,433.0,432.0,400.0,1.0,1954,340,,1878270108.0,1.0,409.0,15000060.0,2018,Mevo'ot Yam,,Mevo'ot Yam,32.401697,34.866797
1080,מבועים,MABBU'IM,6,62,621.0,42.0,,1.0,1217.0,1216.0,1201.0,1.0,1958,350,,1671959544.0,160.0,651.0,10001930.0,2018,Mabbu'im,620.0,Mabbu'im,31.44945,34.654994
829,מבטחים,MIVTAHIM,6,62,622.0,38.0,,1.0,427.0,427.0,421.0,,1950,310,1.0,1435757236.0,118.0,651.0,10001893.0,2018,Mivtahim,620.0,Mivtahim,31.242423,34.407488
573,מבקיעים,MAVQI'IM,6,61,614.0,36.0,,1.0,484.0,484.0,477.0,,1949,310,6.0,1599161459.0,48.0,633.0,10001829.0,2018,Mavqi'im,,Mavqi'im,31.622518,34.577431
1015,מבשרת ציון,MEVASSERET ZIYYON,1,11,111.0,99.0,444.0,1.0,23962.0,23864.0,23114.0,98.0,1951,160,,2144363412.0,583.0,152.0,10002475.0,2018,Mevasseret Ziyyon,,Mevasseret Ziyyon,31.804052000000002,35.157891
516,מג'ד אל-כרום,MAJD AL-KURUM,2,24,242.0,99.0,,2.0,15292.0,20.0,5.0,15272.0,,270,,2241375845.0,45.0,260.0,15002358.0,2018,Majd al-Kurum,210.0,Majd al-Kurum,32.920132,35.25665
4201,מג'דל שמס,MAJDAL SHAMS,2,29,291.0,99.0,,2.0,11044.0,,,11044.0,,270,,2721779660.0,950.0,256.0,10004579.0,2018,Majdal Shams,211.0,Majdal Shams,33.2690961,35.772121999999996
481,מגאר,MUGHAR,2,22,222.0,99.0,,2.0,22609.0,20.0,11.0,22589.0,,260,,2388975470.0,-5.0,251.0,10004552.0,2018,Mughar,214.0,Mughar,32.890704,35.40461
689,מגדים,MEGADIM,3,32,321.0,15.0,223.0,1.0,1329.0,1329.0,1309.0,,1949,310,1.0,1964273727.0,5.0,303.0,10004710.0,2018,Megadim,,Megadim,32.727734000000005,34.960923
65,מגדל,MIGDAL,2,22,221.0,99.0,,1.0,1941.0,1892.0,1835.0,49.0,1910,350,,2475774923.0,-215.0,251.0,10004552.0,2018,Migdal,214.0,Migdal,32.839494,35.499849
874,מגדל העמק,MIGDAL HAEMEQ,2,23,237.0,0.0,,1.0,25636.0,25628.0,22966.0,8.0,1952,160,,2231073152.0,102.0,221.0,10004411.0,2018,Migdal HaEmeq,213.0,Migdal HaEmeq,32.6778114,35.2417497
3561,מגדל עוז,MIGDAL OZ,7,76,,76.0,445.0,1.0,574.0,574.0,573.0,,1977,330,3.0,2135961641.0,922.0,714.0,15000586.0,2018,Migdal Oz,,Migdal Oz,31.640932,35.143139
3751,מגדלים,MIGDALIM,7,72,,72.0,,1.0,368.0,368.0,353.0,,1983,370,11.0,2324566631.0,761.0,710.0,10003262.0,2018,Migdalim,,Migdalim,32.089866,35.342633
586,מגידו,MEGIDDO,2,23,234.0,13.0,,1.0,855.0,855.0,831.0,,1949,330,15.0,2171172064.0,140.0,254.0,10004394.0,2018,Megiddo,213.0,Megiddo,32.577899,35.179972
375,מגל,MAGGAL,3,32,324.0,14.0,,1.0,1154.0,1154.0,1144.0,,1953,330,15.0,2033769910.0,59.0,351.0,15002436.0,2018,Maggal,,Maggal,32.385556,35.036147
695,מגן,MAGEN,6,62,622.0,38.0,,1.0,537.0,527.0,488.0,10.0,1949,330,15.0,1454357893.0,109.0,651.0,10001893.0,2018,Magen,620.0,Magen,31.298108000000003,34.427059
1155,מגן שאול,MAGEN SHA'UL,2,23,234.0,8.0,,1.0,667.0,667.0,539.0,,1976,310,1.0,2291471412.0,79.0,204.0,10004394.0,2018,Magen Sha'ul,213.0,Magen Sha'ul,32.521471000000005,35.306430999999996
722,מגשימים,MAGSHIMIM,4,42,422.0,20.0,132.0,1.0,1067.0,1065.0,1063.0,2.0,1949,310,10.0,1906066152.0,40.0,417.0,10002116.0,2018,Magshimim,,Magshimim,32.044363,34.899834000000006
2029,מדרך עוז,MIDRAKH OZ,2,23,234.0,13.0,,1.0,775.0,775.0,755.0,,1952,310,1.0,2151572230.0,99.0,254.0,10004394.0,2018,Midrakh Oz,213.0,Midrakh Oz,32.594648,35.157976
1140,מדרשת בן גוריון,MIDRESHET BEN GURION,6,62,626.0,48.0,,1.0,1961.0,1959.0,1870.0,2.0,1965,350,,1790952918.0,418.0,620.0,10001918.0,2018,Midreshet Ben Gurion,610.0,Midreshet Ben Gurion,30.852296999999997,34.7834
897,מדרשת רופין,MIDRESHET RUPPIN,4,41,411.0,16.0,141.0,1.0,306.0,168.0,163.0,138.0,1948,340,,1919269429.0,20.0,409.0,15000060.0,2018,Midreshet Ruppin,,Midreshet Ruppin,30.852296999999997,34.7834
1200,מודיעין-מכבים-רעות*,MODI'IN-MAKKABBIM-RE'UT,4,43,431.0,0.0,142.0,1.0,92406.0,92381.0,90449.0,25.0,1986,150,,2012964476.0,100.0,420.0,10002277.0,2018,Modi'in-Makkabbim-Re'ut,,Modi'in-Makkabbim-Re'ut,31.890266999999998,35.010397
3797,מודיעין עילית,MODI'IN ILLIT,7,74,,0.0,,1.0,73080.0,73080.0,73071.0,,1996,150,,2042664879.0,228.0,730.0,10004054.0,2018,Modi'in Illit,,Modi'in Illit,31.932477000000002,35.042265
269,מולדת,MOLEDET,2,23,233.0,8.0,,1.0,1067.0,1066.0,1058.0,1.0,1937,320,1.0,2416172136.0,44.0,204.0,10004394.0,2018,Moledet,213.0,Moledet,32.586196,35.438941
208,מוצא עילית,MOZA ILLIT,1,11,111.0,26.0,444.0,1.0,1169.0,1168.0,1140.0,1.0,1933,350,,2150263345.0,567.0,151.0,10002475.0,2018,Moza Illit,,Moza Illit,31.793590999999996,35.157
635,מוקייבלה,MUQEIBLE,2,23,234.0,8.0,,2.0,4030.0,3.0,3.0,4027.0,,290,,2280771334.0,80.0,204.0,10004394.0,2018,Muqeible,213.0,Muqeible,32.514142,35.294806
1163,מורן,MORAN,2,24,242.0,56.0,,1.0,458.0,454.0,445.0,4.0,1977,330,15.0,2371675853.0,274.0,205.0,10004465.0,2018,Moran,210.0,Moran,32.921637,35.39481
1178,מורשת,MORESHET,2,24,241.0,56.0,241.0,1.0,1455.0,1455.0,1455.0,,1981,370,11.0,2221774795.0,250.0,205.0,10004513.0,2018,Moreshet,210.0,Moreshet,32.826132,35.231997
606,מזור,MAZOR,4,42,422.0,25.0,142.0,1.0,1334.0,1334.0,1325.0,,1949,310,1.0,1931066207.0,41.0,424.0,10002116.0,2018,Mazor,,Mazor,32.050698,34.931373
28,מזכרת בתיה,MAZKERET BATYA,4,44,441.0,99.0,143.0,1.0,14680.0,14670.0,14473.0,10.0,1883,170,,1852963987.0,53.0,453.0,10002241.0,2018,Mazkeret Batya,,Mazkeret Batya,31.853167,34.842421
104,מזרע,MIZRA,2,23,234.0,9.0,,1.0,772.0,771.0,749.0,1.0,1923,330,15.0,2271472850.0,90.0,254.0,10004394.0,2018,Mizra,213.0,Mizra,32.649879,35.286404
517,מזרעה,MAZRA'A,2,24,245.0,99.0,241.0,2.0,3857.0,8.0,6.0,3849.0,,290,,2095476542.0,9.0,201.0,10004302.0,2018,Mazra'a,212.0,Mazra'a,32.983652,35.098934
3599,מחולה,MEHOLA,7,75,,75.0,,1.0,575.0,575.0,574.0,,1968,310,2.0,2486669693.0,-191.0,712.0,10003262.0,2018,Mehola,,Mehola,32.365285,35.516020000000005
1411,מחנה הילה*,MAHANE HILLA,4,44,442.0,27.0,143.0,,,,,,,510,,1710064600.0,,499.0,15002488.0,2018,Mahane Hilla,,Mahane Hilla,31.7865467,35.2129782
1418,מחנה טלי*,MAHANE TALI,6,62,626.0,48.0,,,,,,,,510,,1680051800.0,,699.0,10001918.0,2018,Mahane Tali,610.0,Mahane Tali,31.7865467,35.2129782
1413,מחנה יהודית*,MAHANE YEHUDIT,2,23,234.0,9.0,,,,,,,,510,,2170073000.0,,299.0,10004411.0,2018,Mahane Yehudit,213.0,Mahane Yehudit,31.7865467,35.2129782
1416,מחנה יוכבד*,MAHANE YOKHEVED,6,62,627.0,53.0,,,,,,,,510,,1930042700.0,,699.0,10001955.0,2018,Mahane Yokheved,,Mahane Yokheved,31.7865467,35.2129782
1415,מחנה יפה*,MAHANE YAFA,6,62,622.0,42.0,,,,,,,,510,,1690057000.0,,699.0,10001900.0,2018,Mahane Yafa,620.0,Mahane Yafa,32.049357,34.758355
1196,מחנה יתיר,MAHANE YATTIR,6,62,623.0,,,1.0,248.0,248.0,248.0,,1979,350,,2057258396.0,640.0,699.0,10001937.0,2018,Mahane Yattir,,Mahane Yattir,31.347793,35.060671
1414,מחנה מרים*,MAHANE MIRYAM,6,61,611.0,33.0,,,,,,,,510,,1740062900.0,,699.0,10001821.0,2018,Mahane Miryam,420.0,Mahane Miryam,31.7865467,35.2129782
1412,מחנה תל נוף*,MAHANE TEL NOF,4,44,441.0,28.0,143.0,,,,,,,510,,1830063800.0,,499.0,15002488.0,2018,Mahane Tel Nof,420.0,Mahane Tel Nof,31.7865467,35.2129782
308,מחניים,MAHANAYIM,2,21,213.0,1.0,,1.0,774.0,774.0,761.0,,1939,330,15.0,2536376606.0,250.0,253.0,10004540.0,2018,Mahanayim,211.0,Mahanayim,32.988845,35.570375
776,מחסיה,MAHSEYA,1,11,112.0,26.0,444.0,1.0,453.0,453.0,452.0,,1950,310,2.0,2007762837.0,229.0,151.0,15000597.0,2018,Mahseya,,Mahseya,31.748858000000002,35.007259999999995
43,מטולה,METULA,2,21,211.0,99.0,,1.0,1599.0,1534.0,1463.0,65.0,1896,350,,2541579817.0,260.0,259.0,10004591.0,2018,Metula,211.0,Metula,33.277232,35.578235
822,מטע,MATTA,1,11,111.0,26.0,444.0,1.0,899.0,898.0,877.0,1.0,1950,310,1.0,2059662505.0,559.0,151.0,15000597.0,2018,Matta,,Matta,31.716521999999998,35.060571
1128,מי עמי,ME AMMI,3,32,323.0,14.0,,1.0,361.0,361.0,355.0,,1963,320,6.0,2141671229.0,413.0,351.0,10004249.0,2018,Me Ammi,,Me Ammi,32.504963000000004,35.146425
2054,מיטב,METAV,2,23,234.0,8.0,,1.0,466.0,466.0,452.0,,1954,310,1.0,2285071685.0,70.0,204.0,10004394.0,2018,Metav,213.0,Metav,32.545509,35.300898
649,מייסר,MEISER,3,32,323.0,14.0,,2.0,1970.0,11.0,6.0,1959.0,,450,,2041670564.0,50.0,351.0,15002436.0,2018,Meiser,,Meiser,32.445246000000004,35.042131
4019,מיצר,MEZAR,2,29,294.0,71.0,,1.0,287.0,287.0,281.0,,1981,310,15.0,2692674150.0,350.0,219.0,10004579.0,2018,Mezar,211.0,Mezar,32.768640999999995,35.736356
1282,מירב,MERAV,2,23,231.0,7.0,,1.0,706.0,706.0,706.0,,1987,330,3.0,2399170654.0,344.0,202.0,10004568.0,2018,Merav,214.0,Merav,32.452040999999994,35.422478999999996
607,מירון,MERON,2,21,212.0,2.0,,1.0,963.0,963.0,962.0,,1949,310,2.0,2414776580.0,648.0,209.0,10004528.0,2018,Meron,211.0,Meron,32.985226000000004,35.441643
731,מישר,MESHAR,4,44,441.0,32.0,143.0,1.0,831.0,831.0,816.0,,1950,310,10.0,1768063635.0,40.0,456.0,15002488.0,2018,Meshar,,Meshar,31.815935999999997,34.752588
1268,מיתר,METAR,6,62,623.0,99.0,342.0,1.0,8438.0,8333.0,8224.0,105.0,1984,180,,1940858164.0,350.0,615.0,10001937.0,2018,Metar,,Metar,31.327011,34.943213
3614,מכורה,MEKHORA,7,75,,75.0,,1.0,161.0,161.0,149.0,,1973,310,10.0,2401067463.0,202.0,712.0,10003262.0,2018,Mekhora,,Mekhora,32.164159000000005,35.423623
1343,מכחול,MAKCHUL,6,62,623.0,69.0,,2.0,736.0,,,736.0,,450,,2063657760.0,470.0,624.0,10001937.0,2018,Makchul,610.0,Makchul,31.288515000000004,35.075736
382,מכמורת,MIKHMORET,4,41,411.0,16.0,141.0,1.0,1370.0,1370.0,1327.0,,1945,310,1.0,1883070142.0,4.0,409.0,15000060.0,2018,Mikhmoret,,Mikhmoret,32.406504,34.871551000000004
1202,מכמנים,MIKHMANNIM,2,24,242.0,56.0,,1.0,533.0,512.0,478.0,21.0,1980,370,7.0,2309975686.0,424.0,205.0,10004465.0,2018,Mikhmannim,210.0,Mikhmannim,32.905865000000006,35.328990999999995
164,מלאה,MELE'A,2,23,234.0,8.0,,1.0,379.0,379.0,374.0,,1956,310,1.0,2225471884.0,64.0,204.0,10004394.0,2018,Mele'a,213.0,Mele'a,32.563148999999996,35.237528000000005
2044,מלילות,MELILOT,6,62,621.0,39.0,,1.0,340.0,340.0,336.0,,1953,310,2.0,1615158878.0,100.0,651.0,10001930.0,2018,Melilot,620.0,Melilot,31.389896999999998,34.595242999999996
596,מלכייה,MALKIYYA,2,21,212.0,1.0,,1.0,453.0,453.0,402.0,,1949,330,15.0,2480477842.0,561.0,253.0,10004528.0,2018,Malkiyya,211.0,Malkiyya,33.098589000000004,35.509624
1154,מלכישוע,MALKISHUA,2,23,231.0,7.0,,1.0,214.0,197.0,155.0,17.0,1976,340,,2390970497.0,501.0,202.0,10004568.0,2018,Malkishua,214.0,Malkishua,32.438568,35.412757
2030,מנוחה,MENUHA,6,61,611.0,50.0,,1.0,593.0,593.0,591.0,,1953,310,1.0,1789561843.0,92.0,634.0,10001813.0,2018,Menuha,,Menuha,31.656159000000002,34.777273
1174,מנוף,MANOF,2,24,241.0,56.0,241.0,1.0,862.0,862.0,860.0,,1980,310,10.0,2224575096.0,349.0,205.0,10004513.0,2018,Manof,210.0,Manof,32.853258000000004,35.237355
1205,מנות,MANOT,2,24,243.0,52.0,,1.0,441.0,441.0,434.0,,1980,310,1.0,2185477151.0,195.0,255.0,10004302.0,2018,Manot,212.0,Manot,33.038709000000004,35.195156
48,מנחמיה,MENAHEMYA,2,23,231.0,7.0,,1.0,1032.0,1030.0,1001.0,2.0,1902,350,,2523473022.0,-240.0,202.0,10004568.0,2018,Menahemya,214.0,Menahemya,32.664333,35.555338
347,מנרה,MENARA,2,21,212.0,1.0,,1.0,246.0,246.0,225.0,,1943,330,15.0,2511778903.0,802.0,253.0,10004591.0,2018,Menara,211.0,Menara,33.195375,35.543728
994,מנשית זבדה,MANSHIYYET ZABDA,2,25,237.0,9.0,,2.0,1325.0,,,1325.0,,450,,2184473467.0,80.0,254.0,10004411.0,2018,Manshiyyet Zabda,213.0,Manshiyyet Zabda,32.706219,35.192415000000004
1258,מסד,MASSAD,2,22,222.0,3.0,,1.0,376.0,374.0,364.0,2.0,1983,370,13.0,2398774991.0,211.0,206.0,10004552.0,2018,Massad,214.0,Massad,32.844008,35.423563
263,מסדה,MASSADA,2,22,221.0,6.0,,1.0,370.0,366.0,352.0,4.0,1937,330,15.0,2563973220.0,-201.0,214.0,10004552.0,2018,Massada,214.0,Massada,31.311416700000002,35.3626955
298,מסילות,MESILLOT,2,23,231.0,7.0,,1.0,430.0,430.0,416.0,,1938,330,15.0,2448071130.0,-115.0,202.0,10004568.0,2018,Mesillot,214.0,Mesillot,32.497362,35.474651
742,מסילת ציון,MESILLAT ZIYYON,1,11,112.0,26.0,444.0,1.0,1248.0,1243.0,1213.0,5.0,1950,310,1.0,2011563441.0,269.0,151.0,15000597.0,2018,Mesillat Ziyyon,,Mesillat Ziyyon,31.801448999999998,35.009463000000004
748,מסלול,MASLUL,6,62,622.0,42.0,344.0,1.0,860.0,860.0,852.0,,1950,310,1.0,1609258156.0,103.0,651.0,10001893.0,2018,Maslul,620.0,Maslul,31.323677000000004,34.590761
4203,מסעדה,MAS'ADE,2,29,292.0,99.0,,2.0,3650.0,,,3650.0,,290,,2709879298.0,810.0,256.0,10004579.0,2018,Mas'ade,211.0,Mas'ade,33.2321159,35.755599100000005
939,מסעודין אל-עזאזמה (שבט),MAS'UDIN AL-'AZAZME,6,62,623.0,,,3.0,,,,,,460,,1823056730.0,,699.0,15003711.0,2018,Mas'udin al 'Azazma,,Mas'udin al 'Azazma,,
197,מעברות,MA'BAROT,4,41,411.0,16.0,141.0,1.0,979.0,979.0,964.0,,1933,330,15.0,1912669668.0,7.0,409.0,15000060.0,2018,Ma'barot,,Ma'barot,32.364197,34.905733000000005
1082,מעגלים,MA'GALIM,6,62,621.0,39.0,,1.0,2059.0,2059.0,2059.0,,1958,190,,1618358958.0,119.0,651.0,10001930.0,2018,Ma'galim,620.0,Ma'galim,31.398859,34.598239
678,מעגן,MA'AGAN,2,22,221.0,6.0,,1.0,374.0,374.0,357.0,,1949,330,15.0,2565473473.0,-211.0,214.0,10004552.0,2018,Ma'agan,214.0,Ma'agan,32.706344,35.600575
694,מעגן מיכאל,MA'AGAN MIKHA'EL,3,32,321.0,15.0,,1.0,1992.0,1992.0,1906.0,,1949,330,15.0,1923671802.0,6.0,303.0,10004333.0,2018,Ma'agan Mikha'el,,Ma'agan Mikha'el,32.55871,34.917815999999995
272,מעוז חיים,MA'OZ HAYYIM,2,23,231.0,7.0,,1.0,479.0,479.0,472.0,,1937,330,15.0,2519671104.0,-249.0,202.0,10004568.0,2018,Ma'oz Hayyim,214.0,Ma'oz Hayyim,32.49407,35.550767
3657,מעון,MA'ON,7,77,,78.0,,1.0,575.0,575.0,575.0,,1981,320,11.0,2155959130.0,744.0,715.0,15003512.0,2018,Ma'on,,Ma'on,31.414592,35.163893
570,מעונה,ME'ONA,2,24,243.0,52.0,,1.0,963.0,958.0,942.0,5.0,1949,310,1.0,2247376901.0,437.0,255.0,10004484.0,2018,Me'ona,212.0,Me'ona,33.016894,35.263626
416,מעיין ברוך,MA'YAN BARUKH,2,21,211.0,1.0,,1.0,745.0,745.0,737.0,,1947,330,15.0,2569979388.0,166.0,253.0,10004591.0,2018,Ma'yan Barukh,211.0,Ma'yan Barukh,33.239349,35.609359000000005
290,מעיין צבי,MA'YAN ZEVI,3,32,322.0,15.0,,1.0,727.0,727.0,720.0,,1938,330,15.0,1946771935.0,71.0,303.0,10004333.0,2018,Ma'yan Zevi,,Ma'yan Zevi,32.568484000000005,34.940622999999995
518,מעיליא,MI'ELYA,2,24,243.0,99.0,,2.0,3255.0,105.0,93.0,3150.0,,290,,2244077019.0,437.0,258.0,10004484.0,2018,Mi'elya,212.0,Mi'elya,33.027194,35.256304
3616,מעלה אדומים,MA'ALE ADUMMIM,7,76,,0.0,445.0,1.0,38193.0,38129.0,36841.0,64.0,1975,160,,2291263194.0,79.0,706.0,10003314.0,2018,Ma'ale Adummim,,Ma'ale Adummim,31.777369,35.297955
3608,מעלה אפרים,MA'ALE EFRAYIM,7,75,,99.0,,1.0,1241.0,1238.0,1117.0,3.0,1970,350,,2382866422.0,-72.0,707.0,10003262.0,2018,Ma'ale Efrayim,,Ma'ale Efrayim,32.071304,35.4039
1127,מעלה גלבוע,MA'ALE GILBOA,2,23,231.0,7.0,,1.0,806.0,806.0,806.0,,1962,330,3.0,2396070922.0,396.0,202.0,10004568.0,2018,Ma'ale Gilboa,214.0,Ma'ale Gilboa,32.476065000000006,35.420637
4008,מעלה גמלא,MA'ALE GAMLA,2,29,293.0,71.0,,1.0,515.0,515.0,500.0,,1976,310,1.0,2643975504.0,42.0,219.0,10004579.0,2018,Ma'ale Gamla,211.0,Ma'ale Gamla,32.888256,35.685966
286,מעלה החמישה,MA'ALE HAHAMISHA,1,11,111.0,26.0,444.0,1.0,769.0,767.0,753.0,2.0,1938,330,15.0,2105663611.0,743.0,151.0,10002475.0,2018,Ma'ale HaHamisha,,Ma'ale HaHamisha,31.817428999999997,35.109406
3752,מעלה לבונה,MA'ALE LEVONA,7,74,,73.0,,1.0,866.0,866.0,865.0,,1983,370,11.0,2228166239.0,664.0,711.0,10003299.0,2018,Ma'ale Levona,,Ma'ale Levona,32.054435999999995,35.239503000000006
3651,מעלה מכמש,MA'ALE MIKHMAS,7,74,,73.0,445.0,1.0,1463.0,1463.0,1461.0,,1981,370,11.0,2290864285.0,529.0,711.0,10003299.0,2018,Ma'ale Mikhmas,,Ma'ale Mikhmas,31.879131,35.305902
1327,מעלה עירון,MA'ALE IRON,3,32,323.0,99.0,,2.0,14833.0,7.0,3.0,14826.0,,270,,2148871748.0,120.0,354.0,10004249.0,2018,Ma'ale Iron,,Ma'ale Iron,32.554128000000006,35.182499
3653,מעלה עמוס,MA'ALE AMOS,7,76,,76.0,,1.0,535.0,535.0,534.0,,1981,370,9.0,2218661154.0,670.0,714.0,15000586.0,2018,Ma'ale Amos,,Ma'ale Amos,31.596887,35.229365
3637,מעלה שומרון,MA'ALE SHOMERON,7,73,,72.0,145.0,1.0,1012.0,1012.0,993.0,,1980,370,9.0,2067967480.0,277.0,710.0,10003262.0,2018,Ma'ale Shomeron,,Ma'ale Shomeron,32.165406,35.069744
1063,מעלות-תרשיחא,MA'ALOT-TARSHIHA,2,24,243.0,0.0,,4.0,21422.0,16791.0,14154.0,4631.0,1957,160,,2263076886.0,204.0,223.0,10004484.0,2018,Ma'alot-Tarshiha,212.0,Ma'alot-Tarshiha,33.015026,35.276016999999996
344,מענית,MA'ANIT,3,32,324.0,14.0,,1.0,766.0,766.0,731.0,,1942,330,15.0,2028770696.0,50.0,351.0,15002436.0,2018,Ma'anit,,Ma'anit,32.457992,35.026573
230,מעש,MA'AS,4,42,422.0,20.0,132.0,1.0,868.0,867.0,857.0,1.0,1935,310,1.0,1897366353.0,46.0,417.0,10002116.0,2018,Ma'as,,Ma'as,32.063511,34.892639
668,מפלסים,MEFALLESIM,6,61,614.0,37.0,,1.0,1006.0,1005.0,979.0,1.0,1949,330,15.0,1584160127.0,79.0,651.0,10001829.0,2018,Mefallesim,620.0,Mefallesim,31.502206,34.561674
3745,מצדות יהודה,MEZADOT YEHUDA,7,77,,78.0,,1.0,512.0,512.0,511.0,,1983,320,11.0,2107158587.0,839.0,715.0,15003512.0,2018,Mezadot Yehuda,,Mezadot Yehuda,31.365585999999997,35.111340000000006
325,מצובה,MAZZUVA,2,24,244.0,4.0,,1.0,1171.0,1171.0,1148.0,,1940,330,15.0,2150377427.0,51.0,201.0,10004302.0,2018,Mazzuva,212.0,Mazzuva,33.062312,35.155705
757,מצליח,MAZLIAH,4,43,432.0,30.0,143.0,1.0,1350.0,1350.0,1336.0,,1950,310,1.0,1881164598.0,79.0,426.0,10002228.0,2018,Mazliah,,Mazliah,31.906364,34.871278000000004
58,מצפה,MIZPA,2,22,222.0,3.0,,1.0,141.0,141.0,139.0,,1908,350,,2480474397.0,60.0,206.0,10004552.0,2018,Mizpa,214.0,Mizpa,32.791043,35.509443
1222,"מצפה אבי""ב",MIZPE AVIV,2,24,241.0,56.0,241.0,1.0,1024.0,1024.0,1016.0,,1981,370,10.0,2190774911.0,80.0,205.0,15002411.0,2018,Mizpe Aviv,210.0,Mizpe Aviv,32.837951000000004,35.201059
1370,מצפה אילן,MITSPE ILAN,3,32,323.0,14.0,,1.0,455.0,455.0,455.0,,2009,370,10.0,2067270748.0,80.0,351.0,10004233.0,2018,Mitspe Ilan,,Mitspe Ilan,32.461378,35.068861
3576,מצפה יריחו,MIZPE YERIHO,7,75,,73.0,445.0,1.0,2453.0,2453.0,2453.0,,1978,190,,2374563592.0,122.0,711.0,10003314.0,2018,Mizpe Yeriho,,Mizpe Yeriho,31.815688,35.395409
1190,מצפה נטופה,MIZPE NETOFA,2,23,237.0,3.0,,1.0,1002.0,1002.0,1002.0,,1979,370,11.0,2364174533.0,340.0,206.0,10004552.0,2018,Mizpe Netofa,214.0,Mizpe Netofa,32.801747999999996,35.383501
99,מצפה רמון,MIZPE RAMON,6,62,626.0,99.0,,1.0,5221.0,5029.0,4613.0,192.0,1954,180,,1808350381.0,460.0,613.0,10001918.0,2018,Mizpe Ramon,610.0,Mizpe Ramon,30.610203000000002,34.801898
3610,מצפה שלם,MIZPE SHALEM,7,75,,74.0,,1.0,211.0,211.0,200.0,,1971,330,15.0,2380960839.0,-352.0,713.0,10003314.0,2018,Mizpe Shalem,,Mizpe Shalem,31.568875,35.400366999999996
648,מצר,MEZER,3,32,324.0,14.0,,1.0,378.0,376.0,349.0,2.0,1953,330,15.0,2046970512.0,60.0,351.0,15002436.0,2018,Mezer,,Mezer,32.440186,35.047702
22,מקווה ישראל,MIQWE YISRA'EL,5,53,513.0,,123.0,1.0,386.0,383.0,359.0,3.0,1870,340,,1794865963.0,20.0,599.0,10001430.0,2018,Miqwe Yisra'el,,Miqwe Yisra'el,32.033209,34.781489
843,מרגליות,MARGALIYYOT,2,21,212.0,55.0,,1.0,400.0,399.0,395.0,1.0,1951,310,1.0,2511979109.0,657.0,253.0,10004591.0,2018,Margaliyyot,211.0,Margaliyyot,33.216474,35.544354
4101,מרום גולן,MEROM GOLAN,2,29,292.0,71.0,,1.0,724.0,724.0,705.0,,1967,330,15.0,2727778212.0,939.0,219.0,10004579.0,2018,Merom Golan,211.0,Merom Golan,33.132583000000004,35.777071
1340,מרחב עם,MERHAV AM,6,62,626.0,48.0,,1.0,466.0,466.0,466.0,,2002,370,,1834853303.0,500.0,620.0,10001918.0,2018,Merhav Am,610.0,Merhav Am,30.888021999999996,34.828175
97,מרחביה (מושב),MERHAVYA(MOSHAV),2,23,234.0,9.0,,1.0,660.0,660.0,653.0,,1922,310,1.0,2299872327.0,40.0,254.0,10004394.0,2018,Merhavya(Moshav),213.0,Merhavya(Moshav),32.6047,35.3081
66,מרחביה (קיבוץ),MERHAVYA(QIBBUZ),2,23,234.0,9.0,,1.0,1232.0,1232.0,1095.0,,1911,330,15.0,2291072355.0,50.0,254.0,10004394.0,2018,Merhavya(Qibbuz),213.0,Merhavya(Qibbuz),32.60585,35.30725
1098,מרכז שפירא,MERKAZ SHAPPIRA,6,61,611.0,34.0,,1.0,2210.0,2210.0,2207.0,,1948,190,,1722562273.0,50.0,631.0,10001821.0,2018,Merkaz Shappira,,Merkaz Shappira,31.696927000000002,34.707319
421,משאבי שדה,MASH'ABBE SADE,6,62,626.0,48.0,,1.0,461.0,461.0,415.0,,1949,330,15.0,1795154587.0,340.0,620.0,10001918.0,2018,Mash'abbe Sade,610.0,Mash'abbe Sade,31.004042,34.785028999999994
765,משגב דב,MISGAV DOV,4,44,441.0,32.0,143.0,1.0,706.0,704.0,703.0,2.0,1950,310,9.0,1754163645.0,50.0,456.0,15002488.0,2018,Misgav Dov,,Misgav Dov,31.819053999999998,34.739162
378,משגב עם,MISGAV AM,2,21,212.0,1.0,,1.0,337.0,337.0,299.0,,1945,330,15.0,2515179474.0,764.0,253.0,10004591.0,2018,Misgav Am,211.0,Misgav Am,33.247572,35.548499
520,משהד,MESHHED,2,25,237.0,99.0,,2.0,8219.0,1.0,,8218.0,,280,,2305973842.0,160.0,257.0,15002369.0,2018,Meshhed,,Meshhed,32.738912,35.322494
3605,משואה,MASSU'A,7,75,,75.0,,1.0,170.0,166.0,166.0,4.0,1970,310,6.0,2464966884.0,-262.0,712.0,10003262.0,2018,Massu'a,,Massu'a,31.311416700000002,35.3626955
